department,department_name,division,gender,base_salary,2024_overtime_pay,2024_longevity_pay,grade,total_pay,ot_ratio
POL,Department of Police,POL 47 PSB 1st District Patrol,F,57612.0,0.0,2940.93,P4P,60552.93,0.0
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,M,116789.0,42187.96,7746.63,C6,166723.59,0.36123230783721066
FRS,Fire and Rescue Services,FRS 45 Station 3,M,136743.0,9647.24,11139.74,B2,157529.97999999998,0.07055015613230659
LIB,Department of Public Libraries,LIB 71 Damascus Library,F,124464.0,0.0,11903.04,24,136367.04,0.0
POL,Department of Police,POL 47 MSB Training and Education Division,M,115223.0,2230.7,12285.18,P4,129738.88,0.019359850029941936
POL,Department of Police,POL 47 Management Services Bureau,M,230800.0,0.0,0.0,EX2,230800.0,0.0
LIB,Department of Public Libraries,LIB 71 Germantown Library,F,57739.5,0.0,5452.71,13,63192.21,0.0
POL,Department of Police,POL 47 FSB Special Operations Division,M,168076.93,29265.56,0.0,A2,197342.49,0.17412002944128027
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,87523.0,12769.92,2701.48,16,102994.4,0.14590359105606526
COR,Correction and Rehabilitation,COR 42 DS Health Services,F,124464.0,21672.27,7807.8,24,153944.06999999998,0.1741248071731585
PIO,Office of Public Information,PIO 23 Information,M,194980.0,0.0,0.0,M2,194980.0,0.0
FRS,Fire and Rescue Services,FRS 45 Station 35,M,100215.0,0.0,6944.69,F3,107159.69,0.0
FIN,Department of Finance,FIN 32 Director,M,240000.0,0.0,0.0,EX1,240000.0,0.0
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,194980.0,0.0,0.0,M2,194980.0,0.0
LIB,Department of Public Libraries,LIB 71 Chevy Chase Library,F,124464.0,0.0,311.16,24,124775.16,0.0
HCA,Department of Housing and Community Affairs,HCA 76 Multi-Family Housing Program,M,130181.0,0.0,4017.99,25,134198.99,0.0
POL,Department of Police,POL 47 MSB Personnel Division Administration,M,108899.0,514.96,3238.39,N21,112652.35,0.004728785388295577
COR,Correction and Rehabilitation,COR 42 DS Health Services,F,124464.0,38091.3,7807.8,24,170363.09999999998,0.30604271114539144
POL,Department of Police,POL 47 PSB 6th District Patrol,M,115223.0,1290.05,8048.63,P4,124561.68000000001,0.011196115358912717
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,M,104197.0,3277.64,8936.56,20,116411.2,0.03145618395923107
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,119032.0,0.0,11383.55,23,130415.55,0.0
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,62329.0,0.0,4133.66,9,66462.66,0.0
POL,Department of Police,POL 47 PSB 1st District Patrol,M,120984.0,0.0,12899.5,P5,133883.5,0.0
POL,Department of Police,POL 47 MSB Information Management and Technology Division Crime Analysis Section,F,104197.0,0.0,6536.46,20,110733.46,0.0
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,77890.0,0.0,610.59,15,78500.59,0.0
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,124464.0,12602.58,3841.51,24,140908.09,0.1012548206710374
POL,Department of Police,POL 47 FSB Special Operations Division,M,202747.0,21253.09,0.0,A3,224000.09,0.10482566943037382
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,F,149112.0,0.0,9354.05,28,158466.05,0.0
POL,Department of Police,POL 47 PSB 5th District Patrol,M,133078.0,618.65,14188.96,A1,147885.61,0.004648777408737733
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,93145.03,12403.64,0.0,T1,105548.67,0.13316480761238683
FRS,Fire and Rescue Services,FRS 45 Support Services Division,M,136188.0,0.0,7078.36,26,143266.36,0.0
POL,Department of Police,POL 47 FSB Security Services Division,M,87523.0,31587.45,3585.68,16,122696.12999999999,0.36090456222935685
FRS,Fire and Rescue Services,FRS 45 Scheduling,M,110232.0,62347.43,4095.18,F4,176674.61,0.5656019123303578
FRS,Fire and Rescue Services,FRS 45 Station 13,M,110232.0,5020.49,3752.15,F4,119004.64,0.04554476014224544
FRS,Fire and Rescue Services,FRS 45 Station 23,M,136743.0,76859.63,4898.87,B2,218501.5,0.5620735979172609
POL,Department of Police,POL 47 PSB 1st District Patrol,M,115223.0,1421.37,3955.13,P4,120599.5,0.012335818369596347
POL,Department of Police,POL 47 PSB 4th District Patrol,M,115223.0,1013.42,12285.18,P4,128521.6,0.008795292606510852
POL,Department of Police,POL 47 FSB Special Operations Division,M,115223.0,102094.64,5881.61,P4,223199.25,0.8860612898466452
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,136188.0,3351.15,8543.3,N26,148082.44999999998,0.02460679355009252
POL,Department of Police,POL 47 PSB 6th District Community Action Team,M,133078.0,6113.78,9295.69,A1,148487.47,0.04594132764243526
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,M,120984.0,25208.18,12899.5,P5,159091.68,0.20835961780070092
POL,Department of Police,POL 47 PSB 6th District Patrol,M,115223.0,3440.12,8048.63,P4,126711.75,0.029856191906129852
ABS,Alcohol Beverage Services,ABS 85 Burtonsville,M,108899.0,0.0,0.0,N21,108899.0,0.0
FRS,Fire and Rescue Services,FRS 45 Station 40,M,136743.0,43484.09,0.0,B2,180227.09,0.3179986544100977
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,M,130181.0,0.0,4017.99,25,134198.99,0.0
POL,Department of Police,POL 47 MSB Management and Budget Division,F,108899.0,0.0,6831.44,N21,115730.44,0.0
POL,Department of Police,POL 47 PSB 1st District Patrol,M,115223.0,1892.07,10042.43,P4,127157.5,0.016420940263662635
OCP,Office of Consumer Protection,OCP 39 Director,M,210000.0,0.0,0.0,EX1,210000.0,0.0
POL,Department of Police,POL 47 PSB 3rd District Patrol,M,115223.0,44434.96,12285.18,P4,171943.13999999998,0.3856431441639256
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 2 Security,F,116789.0,34665.96,9198.24,C6,160653.19999999998,0.29682555720144876
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,M,160557.47,0.0,0.0,M3,160557.47,0.0
ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,67893.0,6204.71,4259.09,10,78356.8,0.0913895394223263
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 3 Security,F,98805.0,5726.24,641.73,C5,105172.97,0.05795496179343151
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,93145.03,34686.89,0.0,T1,127831.92,0.37239657338668525
COR,Correction and Rehabilitation,COR 42 DS Intake Classification and Re-Entry Services,F,109690.52,0.0,5287.58,22,114978.1,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,124464.0,0.0,1962.24,24,126426.24,0.0
DEP,Department of Environmental Protection,DEP 80 Resource Conversion,M,104197.0,1370.46,9964.8,20,115532.26000000001,0.01315258596696642
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,104197.0,20646.14,3021.21,20,127864.35,0.19814524410491663
POL,Department of Police,POL 47 PSB 5th District Patrol,M,115223.0,33524.84,12285.18,P4,161033.02,0.29095614590836893
FRS,Fire and Rescue Services,FRS 45 Station 2,M,100215.0,33517.48,10176.81,F3,143909.29,0.33445572020156666
POL,Department of Police,POL 47 PSB 3rd District Community Operations,F,115223.0,1298.49,12285.18,P4,128806.67000000001,0.011269364623382485
POL,Department of Police,POL 47 PSB 5th District Patrol,M,133078.0,26745.27,14188.96,A1,174012.22999999998,0.20097439095868588
POL,Department of Police,POL 47 PSB 1st District Patrol,M,87523.0,29262.14,2701.48,16,119486.62,0.3343365743861613
COR,Correction and Rehabilitation,COR 42 DS Inmate Records,M,91392.0,21124.78,4859.75,17,117376.53,0.23114473914565825
HRC,Office of Human Rights,HRC 46 Compliance,M,130181.0,0.0,8166.53,25,138347.53,0.0
DEP,Department of Environmental Protection,DEP 80 Waste Reduction and Recycling,M,108899.0,0.0,6831.44,21,115730.44,0.0
FRS,Fire and Rescue Services,FRS 45 Fleet Operations,M,158714.21,0.0,0.0,M3,158714.21,0.0
POL,Department of Police,POL 47 PSB 3rd District Station,M,170088.36,3286.58,0.0,A2,173374.93999999997,0.01932278023022857
FRS,Fire and Rescue Services,FRS 45 Station 9,M,136743.0,6945.45,4743.46,B2,148431.91,0.0507919966652772
FRS,Fire and Rescue Services,FRS 45 Station 34,M,100215.0,73449.38,8164.06,F3,181828.44,0.7329180262435764
POL,Department of Police,POL 47 PSB 5th District Special Assignment Team,M,115223.0,14937.71,12285.18,P4,142445.88999999998,0.12964173819463126
FRS,Fire and Rescue Services,FRS 45 Station 31,M,110232.0,28154.98,0.0,F4,138386.98,0.25541566877131866
DEP,Department of Environmental Protection,DEP 80 Stewardship Programs,F,130181.0,0.0,8166.53,N25,138347.53,0.0
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,104197.0,0.0,9964.8,20,114161.8,0.0
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,95458.0,4634.35,3315.91,18,103408.26000000001,0.048548576337237324
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,155807.47,0.0,0.0,M3,155807.47,0.0
FRS,Fire and Rescue Services,FRS 45 Emergency Communications Center (ECC),M,100215.0,46112.98,3443.82,F3,149771.80000000002,0.4601404979294517
FRS,Fire and Rescue Services,FRS 45 Fire Chief's Executive Office,M,121266.0,65346.19,4505.12,B1,191117.31,0.5388665413223822
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,119032.0,21795.87,9592.8,23,150420.66999999998,0.18310933194435108
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,76582.63,0.0,2290.43,16,78873.06,0.0
FRS,Fire and Rescue Services,FRS 45 Station 22,M,136743.0,16866.48,9471.78,B2,163081.26,0.1233443759461179
FRS,Fire and Rescue Services,FRS 45 Duty Operations Chief's Office,M,173161.0,2828.85,18308.16,B4,194298.01,0.0163365307430657
FRS,Fire and Rescue Services,FRS 45 Station 16,M,110232.0,0.0,6076.22,F4,116308.22,0.0
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,99719.0,24783.63,6255.51,19,130758.14,0.24853468245770616
FRS,Fire and Rescue Services,FRS 45 Station 6,M,121266.0,4233.12,3378.57,B1,128877.69,0.034907723516896735
DOT,Department of Transportation,DOT 50 Highway Services,M,119032.0,8720.41,1022.33,N23,128774.74,0.07326105585052758
LIB,Department of Public Libraries,LIB 71 Collection Management,F,76986.0,0.0,7362.67,13,84348.67,0.0
POL,Department of Police,POL 47 PSB 6th District Patrol,F,115223.0,3172.76,12285.18,P4,130680.94,0.027535821841125473
DEP,Department of Environmental Protection,DEP 80 Communications and Public Engagement,F,119032.0,0.0,3673.91,23,122705.91,0.0
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,104197.0,0.0,6536.46,20,110733.46,0.0
CUS,Community Use of Public Facilities,CUS 70 Core Services Team,M,166727.28,0.0,0.0,M3,166727.28,0.0
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,F,108899.0,4799.69,0.0,N21,113698.69,0.044074693064215464
COR,Correction and Rehabilitation,COR 42 DS MCDC Custody and Security,M,106349.0,21823.83,3534.93,C5,131707.76,0.20520954592896973
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,124464.0,0.0,7807.8,N24,132271.8,0.0
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,113837.0,10717.43,7141.27,N22,131695.69999999998,0.09414715777822677
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,94253.0,19903.92,0.0,T1,114156.92,0.21117545330122117
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,94253.0,26862.68,0.0,T1,121115.68,0.2850061006015724
FRS,Fire and Rescue Services,FRS 45 Emergency Communications Center (ECC),M,173161.0,0.0,18483.1,B4,191644.1,0.0
FRS,Fire and Rescue Services,FRS 45 Station 34,M,100215.0,0.0,0.0,F3,100215.0,0.0
FRS,Fire and Rescue Services,FRS 45 Station 17,M,121266.0,40544.44,12943.86,B1,174754.3,0.3343430145300414
OHR,Office of Human Resources,OHR 33 Professional Learning and Org Development,M,130181.0,0.0,8166.53,N25,138347.53,0.0
POL,Department of Police,POL 47 PSB 5th District Station,F,87523.0,11526.61,0.0,16,99049.61,0.13169806793642816
FRS,Fire and Rescue Services,FRS 45 Emergency Communications Center (ECC),M,100215.0,56020.41,1117.82,F3,157353.23,0.5590022451728783
POL,Department of Police,POL 47 PSB 3rd District Patrol,M,115223.0,155445.84,0.0,P4,270668.83999999997,1.349086901052741
POL,Department of Police,POL 47 PSB 1st District Patrol,F,57612.0,400.57,6142.78,P4P,64155.35,0.00695289175866139
SHF,Sheriff's Office,SHF 48 Court and Transport,M,113014.0,40571.07,5591.82,G4,159176.89,0.3589915408710425
FRS,Fire and Rescue Services,FRS 45 Station 16,M,110232.0,24915.48,3071.11,F4,138218.59,0.2260276507729153
FRS,Fire and Rescue Services,FRS 45 Station 40,M,121266.0,40893.55,4586.79,B1,166746.34,0.3372218923688421
POL,Department of Police,POL 47 MSB Communications Division,M,108899.0,32288.85,0.0,21,141187.85,0.2965027227063609
POL,Department of Police,POL 47 PSB 1st District Patrol,M,111327.0,860.05,3843.39,P4,116030.44,0.007725439471107637
LIB,Department of Public Libraries,LIB 71 Germantown Library,F,87523.0,0.0,8127.43,16,95650.43,0.0
POL,Department of Police,POL 47 PSB 4th District Patrol,M,115223.0,133.52,12285.18,P4,127641.70000000001,0.0011587964208534755
POL,Department of Police,POL 47 CRB Community Engagement Division Community Engagement Section,M,115223.0,4210.96,12285.18,P4,131719.14,0.036546175676731206
SHF,Sheriff's Office,SHF 48 Sheriff Domestic Violence,F,87523.0,13111.12,6849.96,16,107484.08,0.14980199490419663
CAT,County Attorney's Office,CAT 30 Support Services,F,87523.0,0.0,2701.48,N16,90224.48,0.0
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,F,83837.0,0.0,2587.7,15,86424.7,0.0
POL,Department of Police,POL 47 PSB 1st District Community Operations,M,115223.0,0.0,8048.63,P4,123271.63,0.0
FRS,Fire and Rescue Services,FRS 45 Station 7,M,110232.0,139756.82,11654.8,F4,261643.62,1.2678425502576385
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,87523.0,2020.27,2701.48,16,92244.75,0.023082732538875494
ABS,Alcohol Beverage Services,ABS 85 Muddy Branch,M,106834.44,0.0,0.0,N21,106834.44,0.0
COR,Correction and Rehabilitation,COR 42 PTS Alternative Community Services,F,113837.0,0.0,3513.57,22,117350.57,0.0
POL,Department of Police,POL 47 PSB 3rd District Patrol,M,133078.0,12208.76,14188.96,A1,159475.72,0.0917413847517997
POL,Department of Police,POL 47 FSB Special Operations Division,M,173886.51,20920.76,0.0,A2,194807.27000000002,0.12031272581179528
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,83837.0,0.0,0.0,15,83837.0,0.0
FRS,Fire and Rescue Services,FRS 45 Station 25,M,121266.0,26792.68,4167.22,B1,152225.9,0.22094140154701236
POL,Department of Police,POL 47 PSB 2nd District Special Assignment Team,M,115223.0,23992.33,5881.61,P4,145096.94,0.2082251807364849
POL,Department of Police,POL 47 PSB 1st District Patrol,M,115223.0,1513.24,7898.04,P4,124634.28,0.013133141820643448
FRS,Fire and Rescue Services,FRS 45 Station 8,M,100215.0,0.0,3443.82,F3,103658.82,0.0
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,83837.0,14470.31,2587.7,15,100895.01,0.17260052244235838
COR,Correction and Rehabilitation,COR 42 DS MCDC Custody and Security,M,94208.0,21627.07,0.0,C4,115835.07,0.22956723420516303
PIO,Office of Public Information,PIO 23 Web Content and Graphic Management,M,136188.0,0.0,0.0,N26,136188.0,0.0
FRS,Fire and Rescue Services,FRS 45 First Battalion - Administration,M,136743.0,46868.5,1610.7,B2,185222.2,0.34274880615461123
FRS,Fire and Rescue Services,FRS 45 Station 35,M,100215.0,2399.88,3411.19,F3,106026.07,0.02394731327645562
DOT,Department of Transportation,DOT 50 Parking Management,F,91392.0,0.0,0.0,N17,91392.0,0.0
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,59515.89,0.0,6619.49,23,66135.38,0.0
DGS,Department of General Services,DGS 36 Facilities,F,108899.0,20261.71,6831.44,N21,135992.15,0.18605965160377963
POL,Department of Police,POL 47 MSB Personnel Division,M,95458.0,0.0,5988.2,N18,101446.2,0.0
FRS,Fire and Rescue Services,FRS 45 Station 15,M,100215.0,0.0,2767.4,F3,102982.4,0.0
FRS,Fire and Rescue Services,FRS 45 Fourth Battalion - Administration,M,121266.0,0.0,0.0,B1,121266.0,0.0
DGS,Department of General Services,DGS 36 Fleet Management Fleet Services,M,99719.0,4337.64,6255.51,19,110312.15,0.04349863115354145
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,90927.54,54225.86,0.0,T1,145153.4,0.5963634340047032
POL,Department of Police,POL 47 PSB 1st District Patrol,M,120984.0,18399.07,12899.5,P5,152282.57,0.15207853931098328
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,143581.79,0.0,0.0,M3,143581.79,0.0
POL,Department of Police,POL 47 FSB Traffic Division Collision Reconstruction,M,115223.0,28739.94,12285.18,P4,156248.12,0.2494288466712375
POL,Department of Police,POL 47 PSB 3rd District Patrol,M,133078.0,22617.49,9295.69,A1,164991.18,0.16995664196937135
FRS,Fire and Rescue Services,FRS 45 Station 40,M,136743.0,38412.24,7581.88,B2,182737.12,0.2809082731840021
HCA,Department of Housing and Community Affairs,HCA 76 Community Development Neighborhood Revitalization,F,130181.0,0.0,12449.85,25,142630.85,0.0
FRS,Fire and Rescue Services,FRS 45 Station 35,M,110232.0,70.97,6076.14,F4,116379.11,0.0006438239349735104
FRS,Fire and Rescue Services,FRS 45 Station 17,M,100215.0,1815.46,10696.92,F3,112727.38,0.018115651349598364
